sateid,date,x,y,z,pro,clk
C26,2020-06-20-00-55-00,-13649249.242,18995350.656,15237573.357,21449113.9068,0.000724548
C29,2020-06-20-00-55-00,-14556069.639,-9746673.41,21713115.039,26578268.8985,0.000244819
G01,2020-06-20-00-55-00,-13336500.675,21295043.096,-8284470.811,22799172.1416,1.264E-05
G04,2020-06-20-00-55-00,-1640211.244,24305420.619,-10531369.046,23738318.7346,-0.000104633
G07,2020-06-20-00-55-00,2984552.177,17247950.349,20146206.292,21635830.8137,-0.000308444
G08,2020-06-20-00-55-00,-8815329.352,16200128.136,19025941.354,20453664.3288,-3.81469E-05
G09,2020-06-20-00-55-00,7646662.931,25426165.453,132713.737,22986852.4846,-0.000239378
G11,2020-06-20-00-55-00,-12039471.205,22992161.77,5890915.211,20711311.7898,-0.00024393
G16,2020-06-20-00-55-00,-22852980.792,1628478.866,13593390.103,23338284.6416,-0.000172578
G27,2020-06-20-00-55-00,-14013590.615,4720163.741,21910723.364,22168039.9697,-0.000325003
G30,2020-06-20-00-55-00,12701717.309,9504598.706,21360469.706,24027328.1336,-0.000245273
C01,2020-06-20-01-00-00,-34348127.145,24484085.257,564893.782,37735364.7276,-0.000402329
C02,2020-06-20-01-00-00,4410771.336,41903414.686,-1377681.858,37699982.1176,0.000270894
C03,2020-06-20-01-00-00,-14706735.956,39485950.592,-543717.63,36588434.3287,0.000855597
C04,2020-06-20-01-00-00,-39581722.381,14506917.007,374327.698,38644949.8676,-0.000156086
C05,2020-06-20-01-00-00,21916031.444,35987871.125,-1093432.574,39693578.1095,-0.000487249
C06,2020-06-20-01-00-00,-8924979.753,34959603.655,-21057660.222,38898629.6955,0.000758518
C07,2020-06-20-01-00-00,-15344471.029,22529589.6,32288048.572,36360150.4387,3.25587E-05
C08,2020-06-20-01-00-00,-24790612.723,32058348.852,-12161349.42,38505173.9696,-0.000322279
C09,2020-06-20-01-00-00,1563248.546,41419734.478,-6153253.268,37611488.7976,0.00062159
C10,2020-06-20-01-00-00,2063929.84,27089663.751,32493218.652,37003575.0237,-0.000257834
C12,2020-06-20-01-00-00,-1190491.661,27886660.246,-661089.889,23112572.9067,0.000406169
C13,2020-06-20-01-00-00,-12051120.215,32575800.559,-24009635.594,39813783.6486,0.000499774
C16,2020-06-20-01-00-00,-6529573.766,36679537.019,-19481288.572,39384759.3756,-0.000614054
C24,2020-06-20-01-00-00,3988509.049,15937213.632,22557231.039,23317413.2817,-0.000787212
C26,2020-06-20-01-00-00,-14117950.885,19200407.608,14538372.836,21456964.5478,0.000724552
G01,2020-06-20-01-00-00,-13588259.49,21456333.18,-7375407.669,22597022.6486,1.26425E-05
G04,2020-06-20-01-00-00,-1816949.844,23919314.142,-11354166.848,23913899.9616,-0.000104634
G07,2020-06-20-01-00-00,2433085.345,17750778.966,19759599.201,21499039.7737,-0.000308447
G08,2020-06-20-01-00-00,-9070477.15,15509885.66,19483544.19,20529266.1648,-3.81472E-05
G09,2020-06-20-01-00-00,7554176.212,25442901.317,-814297.023,23108718.3986,-0.00023938
G11,2020-06-20-01-00-00,-12077022.647,22709635.156,6762001.064,20615698.1028,-0.000243927
G16,2020-06-20-01-00-00,-23318722.166,1420091.379,12829315.615,23457412.5006,-0.000172579
G27,2020-06-20-01-00-00,-14255540.975,3911473.641,21923665.603,22333582.3597,-0.000325006
G30,2020-06-20-01-00-00,12122831.534,10077132.628,21427955.256,23837109.5866,-0.000245275
C01,2020-06-20-01-05-00,-34347434.762,24484636.436,554546.201,37735788.3836,-0.000402318
C02,2020-06-20-01-05-00,4410061.525,41903815.694,-1369621.947,37699269.7196,0.000270886
C03,2020-06-20-01-05-00,-14707537.757,39485366.042,-522375.38,36585984.9067,0.000855592
C04,2020-06-20-01-05-00,-39581434.005,14506517.225,384985.51,38643786.7586,-0.00015608
C05,2020-06-20-01-05-00,21915216.448,35988304.449,-1090578.308,39693112.9455,-0.000487269
C06,2020-06-20-01-05-00,-8693418.43,34657298.094,-21641517.64,38996222.9385,0.000758521
C07,2020-06-20-01-05-00,-15687443.577,22522111.249,32119108.246,36346734.6887,3.25494E-05
C08,2020-06-20-01-05-00,-24606068.448,32476089.036,-11414279.496,38401927.7896,-0.000322286
C09,2020-06-20-01-05-00,1916198.405,41284358.99,-6893208.332,37709448.7036,0.000621597
C10,2020-06-20-01-05-00,1753168.486,26940587.403,32629060.52,36987401.8057,-0.000257831
C12,2020-06-20-01-05-00,-1203140.916,27893382.229,285420.926,22979400.5557,0.000406172
C13,2020-06-20-01-05-00,-12037331.52,32999232.294,-23436989.864,39718596.8836,0.000499781
C16,2020-06-20-01-05-00,-6266007.974,36389959.491,-20101233.384,39487933.3596,-0.000614052
C24,2020-06-20-01-05-00,3299453.616,16284177.554,22420740.798,23193230.9458,-0.000787209
C26,2020-06-20-01-05-00,-14561212.182,19402947.194,13815200.208,21471605.5088,0.000724556
G01,2020-06-20-01-05-00,-13813564.674,21596712.607,-6452039.037,22398615.3447,1.2645E-05
G04,2020-06-20-01-05-00,-2008544.701,23506808.665,-12155173.978,24089409.7276,-0.000104636
G07,2020-06-20-01-05-00,1900158.524,18252276.256,19335642.98,21369054.0317,-0.000308449
G08,2020-06-20-01-05-00,-9342934.127,14808727.015,19903608.642,20611337.3678,-3.81471E-05
G09,2020-06-20-01-05-00,7450853.351,25427338.902,-1759747.27,23235653.2276,-0.000239382
G11,2020-06-20-01-05-00,-12110359.112,22396215.055,7620189.71,20529611.2197,-0.000243924
G16,2020-06-20-01-05-00,-23760168.634,1229541.871,12040932.212,23577627.2816,-0.00017258
G27,2020-06-20-01-05-00,-14511931.822,3107970.451,21894074.214,22501658.8757,-0.000325009
G30,2020-06-20-01-05-00,11551939.858,10660446.187,21454614.573,23649327.0236,-0.000245278
C01,2020-06-20-01-10-00,-34346742.662,24485174.284,543934.15,37736226.7506,-0.000402308
C02,2020-06-20-01-10-00,4409368.255,41904236.827,-1360906.012,37698503.7116,0.000270878
C03,2020-06-20-01-10-00,-14708352.758,39484781.934,-500782.252,36583527.2427,0.000855588
C04,2020-06-20-01-10-00,-39581154.74,14506102.003,395459.528,38642644.0946,-0.000156073
C05,2020-06-20-01-10-00,21914409.754,35988754.827,-1087201.583,39692611.0005,-0.000487289
C06,2020-06-20-01-10-00,-8475194.099,34344681.992,-22214724.337,39093445.6415,0.000758524
C07,2020-06-20-01-10-00,-16030459.988,22529708.043,31934889.582,36332545.4307,3.25399E-05
C08,2020-06-20-01-10-00,-24403550.233,32885524.123,-10661803.799,38300030.6176,-0.000322294
C09,2020-06-20-01-10-00,2262863.202,41133298.556,-7629801.157,37808697.6886,0.000621605
C10,2020-06-20-01-10-00,1436198.312,26805415.677,32749492.142,36970192.2117,-0.000257828
C12,2020-06-20-01-10-00,-1214791.152,27868006.346,1231461.462,22852583.8137,0.000406176
C13,2020-06-20-01-10-00,-12005060.158,33421727.021,-22853177.334,39623424.8135,0.000499787
C16,2020-06-20-01-10-00,-6015337.64,36088978.409,-20711473.663,39590809.2196,-0.000614049
C24,2020-06-20-01-10-00,2621950.713,16641957.435,22247245.172,23072375.2348,-0.000787206
C26,2020-06-20-01-10-00,-14978655.178,19601612.134,13069248.833,21493197.7668,0.00072456
G01,2020-06-20-01-10-00,-14013000.869,21714781.658,-5516141.009,22204588.2666,1.26475E-05
G04,2020-06-20-01-10-00,-2215847.416,23069167.799,-12932853.484,24264304.6175,-0.000104637
G07,2020-06-20-01-10-00,1386424.529,18750848.028,18875074.721,21246372.2587,-0.000308452
G08,2020-06-20-01-10-00,-9632756.066,14098445.043,20285350.652,20699470.9618,-3.8148E-05
G09,2020-06-20-01-10-00,7335444.017,25380011.7,-2701825.8,23367083.6566,-0.000239384
G11,2020-06-20-01-10-00,-12140732.185,22052102.933,8463813.981,20453292.3677,-0.000243921
G16,2020-06-20-01-10-00,-24175995.394,1056011.365,11229765.678,23698979.1256,-0.000172582
G27,2020-06-20-01-10-00,-14782148.549,2311452.635,21822046.502,22671844.0947,-0.000325012
G30,2020-06-20-01-10-00,10990288.887,11253318.216,21440373.003,23464444.3836,-0.00024528
C01,2020-06-20-01-15-00,-34346050.97,24485698.518,533062.697,37736680.9776,-0.000402297
C02,2020-06-20-01-15-00,4408692.382,41904677.45,-1351538.22,37697681.4146,0.00027087
C03,2020-06-20-01-15-00,-14709180.687,39484198.159,-478948.582,36581063.1727,0.000855584
C04,2020-06-20-01-15-00,-39580884.826,14505671.612,405744.729,38641524.3836,-0.000156067
C05,2020-06-20-01-15-00,21913611.985,35989221.737,-1083304.002,39692070.6415,-0.000487309
C06,2020-06-20-01-15-00,-8270747.25,34022350.293,-22776996.563,39190175.0555,0.000758527
C07,2020-06-20-01-15-00,-16372858.251,22552362.248,31735472.82,36317623.0237,3.25305E-05
C08,2020-06-20-01-15-00,-24183439.566,33285880.914,-9904279.603,38199601.7586,-0.000322301
C09,2020-06-20-01-15-00,2602559.376,40966839.366,-8362671.514,37909118.7036,0.000621613
C10,2020-06-20-01-15-00,1113631.079,26684401.807,32854451.458,36951955.9067,-0.000257825
C12,2020-06-20-01-15-00,-1226833.087,27810553.308,2175472.508,22732302.3597,0.000406179
C13,2020-06-20-01-15-00,-11954365.897,33842481.637,-22258478.519,39528387.9066,0.000499793
C16,2020-06-20-01-15-00,-5778050.248,35777170.232,-21311714.929,39693266.2586,-0.000614047
C24,2020-06-20-01-15-00,1957246.939,17009602.063,22037031.702,22955192.6958,-0.000787203
C26,2020-06-20-01-15-00,-15369991.765,19795035.085,12301749.496,21521882.4618,0.000724564
G01,2020-06-20-01-15-00,-14187250.218,21809201.479,-4569518.579,22015578.5477,1.265E-05
G04,2020-06-20-01-15-00,-2439630.13,22607727.085,-13685713.348,24438057.0005,-0.000104639
G07,2020-06-20-01-15-00,892442.084,19244873.45,18378702.829,21131481.7897,-0.000308454
G08,2020-06-20-01-15-00,-9939895.806,13380844.45,20628061.347,20793253.6958,-3.81487E-05
G09,2020-06-20-01-15-00,7206740.724,25301552.719,-3638728.593,23502428.7036,-0.000239386
G11,2020-06-20-01-15-00,-12169386.186,21677601.044,9291227.603,20386944.8447,-0.000243917
G16,2020-06-20-01-15-00,-24564952.613,898599.474,10397380.132,23821521.4776,-0.000172583
G27,2020-06-20-01-15-00,-15065480.169,1523676.638,21707762.752,22843729.8756,-0.000325015
G30,2020-06-20-01-15-00,10439058.164,11854459.301,21385233.46,23282935.2976,-0.000245282
C01,2020-06-20-01-20-00,-34345359.812,24486208.855,521937.031,37737149.2586,-0.000402286
C02,2020-06-20-01-20-00,4408034.737,41905136.895,-1341523.048,37696805.7736,0.000270863
C03,2020-06-20-01-20-00,-14710021.283,39483614.612,-456884.824,36578592.8757,0.000855579
C04,2020-06-20-01-20-00,-39580624.491,14505226.34,415836.184,38640427.0636,-0.00015606
C05,2020-06-20-01-20-00,21912823.742,35989704.639,-1078887.418,39691492.4775,-0.000487329
C06,2020-06-20-01-20-00,-8080491.818,33690917.05,-23328056.024,39286295.7426,0.00075853
C07,2020-06-20-01-20-00,-16713977.582,22590027.188,31520945.48,36302009.8677,3.25212E-05
C08,2020-06-20-01-20-00,-23946151.207,33676403.578,-9142066.416,38100756.2346,-0.000322308
C09,2020-06-20-01-20-00,2934616.535,40785297.602,-9091460.845,38010593.5706,0.00062162
C10,2020-06-20-01-20-00,786089.105,26577772.068,32943883.579,36932706.5167,-0.000257822
C12,2020-06-20-01-20-00,-1240653.925,27721142.024,3115898.485,22618713.1887,0.000406183
C13,2020-06-20-01-20-00,-11885343.512,34260696.472,-21653178.973,39433602.8596,0.000499799
C16,2020-06-20-01-20-00,-5554607.555,35455132.301,-21901667.582,39795179.5636,-0.000614045
C24,2020-06-20-01-20-00,1306530.782,17386095.404,21790448.483,22842034.1258,-0.0007872
C26,2020-06-20-01-20-00,-15735024.323,19981844.176,11513968.38,21557778.7038,0.000724569
G01,2020-06-20-01-20-00,-14337088.831,21878700.504,-3614002.091,21832219.8837,1.26524E-05
G07,2020-06-20-01-20-00,418673.896,19732711.589,17847406.042,21024857.5477,-0.000308457
G08,2020-06-20-01-20-00,-10264203.004,12657734.576,20931108.22,20892277.0558,-3.8149E-05
G09,2020-06-20-01-20-00,7063584.836,25192691.517,-4568662.27,23641106.4696,-0.000239388
G11,2020-06-20-01-20-00,-12197552.104,21273112.088,10100808.547,20330733.8527,-0.000243914
G16,2020-06-20-01-20-00,-24925870.276,756329.212,9545374.963,23945311.6806,-0.000172585
G27,2020-06-20-01-20-00,-15361122.383,746350.114,21551485.553,23016929.8446,-0.000325018
G30,2020-06-20-01-20-00,9899355.62,12462516.622,21289276.607,23105283.6956,-0.000245285
C01,2020-06-20-01-25-00,-34344669.318,24486705.007,510562.465,37737631.6566,-0.000402276
C02,2020-06-20-01-25-00,4407396.12,41905614.462,-1330865.285,37695876.7586,0.000270855
C03,2020-06-20-01-25-00,-14710874.293,39483031.197,-434601.539,36576118.5007,0.000855575
C04,2020-06-20-01-25-00,-39580373.959,14504766.481,425729.053,38639351.6566,-0.000156054
C05,2020-06-20-01-25-00,21912045.607,35990202.978,-1073953.935,39690877.0475,-0.000487349
C06,2020-06-20-01-25-00,-7904814.366,33351014.225,-23867630.028,39381684.5005,0.000758533
C07,2020-06-20-01-25-00,-17053159.685,22642627.321,31291402.329,36285752.5477,3.25117E-05
C08,2020-06-20-01-25-00,-23692132.393,34056355.083,-8375525.817,38003606.5866,-0.000322315
C09,2020-06-20-01-25-00,3258378.77,40589018.829,-9815812.444,38112999.8596,0.000621628
C10,2020-06-20-01-25-00,454204.082,26485725.343,33017740.821,36912462.1487,-0.000257819
C12,2020-06-20-01-25-00,-1257631.447,27599989.154,4051189.991,22511949.0397,0.000406186
C13,2020-06-20-01-25-00,-11798122.593,34675576.805,-21037569.153,39339186.6256,0.000499805
C16,2020-06-20-01-25-00,-5345444.693,35123481.693,-22481047.041,39896427.9306,-0.000614042
C24,2020-06-20-01-25-00,670928.475,17770360.422,21507903.581,22733255.3058,-0.000787197
C26,2020-06-20-01-25-00,-16073646.023,20160668.587,10707204.98,21600983.9388,0.000724573
G01,2020-06-20-01-25-00,-14463382.828,21922080.63,-2651443.606,21655139.4927,1.2655E-05
G07,2020-06-20-01-25-00,-34514.874,20212708.09,17282132.301,20926954.8527,-0.00030846
G08,2020-06-20-01-25-00,-10605424.363,11930922.175,21193936.156,20996133.2588,-3.81495E-05
G09,2020-06-20-01-25-00,6904872.359,25054250.831,-5489847.53,23782532.2036,-0.00023939
G11,2020-06-20-01-25-00,-12226441.553,20839138.459,10890962.397,20284783.2977,-0.000243911
G16,2020-06-20-01-25-00,-25257662.694,628152.105,8675381.745,24070406.0866,-0.000172586
G27,2020-06-20-01-25-00,-15668181.078,-18874.612,21353558.951,23191075.5396,-0.000325021
G30,2020-06-20-01-25-00,9372213.341,13076079.086,21152660.888,22931980.3986,-0.000245287
C01,2020-06-20-01-30-00,-34343979.617,24487186.688,498944.428,37738128.4616,-0.000402265
C02,2020-06-20-01-30-00,4406777.303,41906109.422,-1319570.028,37694893.8596,0.000270847
C03,2020-06-20-01-30-00,-14711739.475,39482447.827,-412109.4,36573640.8207,0.000855571
C04,2020-06-20-01-30-00,-39580133.445,14504292.345,435418.591,38638300.4776,-0.000156047
C05,2020-06-20-01-30-00,21911278.142,35990716.176,-1068505.901,39690224.1175,-0.000487369
C06,2020-06-20-01-30-00,-7744073.31,33003290.472,-24395451.639,39476226.3055,0.000758536
C07,2020-06-20-01-30-00,-17389750.015,22710058.366,31046945.36,36268900.5557,3.25023E-05
C08,2020-06-20-01-30-00,-23421861.984,34425018.587,-7605021.282,37908262.0786,-0.000322322
C09,2020-06-20-01-30-00,3573205.938,40378377.343,-10535371.649,38216216.6886,0.000621636
C10,2020-06-20-01-30-00,118615.885,26408432.732,33075982.741,36891242.2977,-0.000257816
C12,2020-06-20-01-30-00,-1279128.136,27447408.299,4979806.35,22412117.6887,0.000406189
C13,2020-06-20-01-30-00,-11692867.289,35086334.382,-20411944.276,39245255.6026,0.000499811
C16,2020-06-20-01-30-00,-5150969.334,34782854.03,-23049573.889,39996891.4696,-0.00061404
C24,2020-06-20-01-30-00,51500.096,18161263.154,21189864.351,22629213.2348,-0.000787194
C26,2020-06-20-01-30-00,-16385840.775,20330144.11,9882789.966,21651571.8838,0.000724577
G01,2020-06-20-01-30-00,-14567083.97,21938223.091,-1683713.185,21484955.1097,1.26574E-05
G07,2020-06-20-01-30-00,-466857.73,20683201.968,16683897.479,20838209.8287,-0.000308462
G08,2020-06-20-01-30-00,-10963204.323,11202204.243,21416068.297,21104421.4147,-3.81497E-05
G09,2020-06-20-01-30-00,6729559.501,24887142.824,-6400522.546,23926124.4696,-0.000239392
G11,2020-06-20-01-30-00,-12257240.774,20376281.063,11660125.711,20249177.6487,-0.000243908
G16,2020-06-20-01-30-00,-25559332.661,512953.575,7789061.119,24196866.5396,-0.000172588
G27,2020-06-20-01-30-00,-15985676.228,-770406.808,21114407.447,23365821.9776,-0.000325024
G30,2020-06-20-01-30-00,8858583.655,13693682.73,20975622.419,22763523.0316,-0.000245289
C01,2020-06-20-01-35-00,-34343290.844,24487653.61,487088.467,37738638.9146,-0.000402254
C02,2020-06-20-01-35-00,4406179.024,41906621.014,-1307642.677,37693858.5866,0.00027084
C03,2020-06-20-01-35-00,-14712616.597,39481864.421,-389419.176,36571160.8527,0.000855566
C04,2020-06-20-01-35-00,-39579903.154,14503804.247,444900.151,38637272.9536,-0.00015604
C05,2020-06-20-01-35-00,21910521.889,35991243.645,-1062545.913,39689535.6025,-0.000487389
C06,2020-06-20-01-35-00,-7598598.212,32648409.867,-24911259.816,39569801.4845,0.000758539
C07,2020-06-20-01-35-00,-17723099.03,22792187.484,30787683.749,36251506.2897,3.2493E-05
C08,2020-06-20-01-35-00,-23135849.55,34781698.793,-6830918.023,37814826.4776,-0.000322329
C09,2020-06-20-01-35-00,3878474.921,40153775.446,-11249786.02,38320120.1806,0.000621643
C10,2020-06-20-01-35-00,-220028.653,26346037.216,33118576.161,36869073.3987,-0.000257813
C12,2020-06-20-01-35-00,-1306485.377,27263808.816,5900218.13,22319303.4697,0.000406193
C13,2020-06-20-01-35-00,-11569775.99,35492188.911,-19776604.177,39151925.8526,0.000499817
C16,2020-06-20-01-35-00,-4971560.9,34433902.255,-23606974.009,40096449.3526,-0.000614038
C24,2020-06-20-01-35-00,-550764.057,18557617.007,20836856.666,22530265.7508,-0.000787191
C26,2020-06-20-01-35-00,-16671682.827,20488918.714,9042082.991,21709592.3598,0.000724581
G01,2020-06-20-01-35-00,-14649224.901,21926094.024,-712695.104,21322269.6887,1.26599E-05
G04,2020-06-20-01-35-00,-3512001.408,20552878.135,-16420847.13,25111593.4845,-0.000104644
G07,2020-06-20-01-35-00,-878187.532,21142532.495,16053783.953,20759031.7198,-0.000308465
G08,2020-06-20-01-35-00,-11337086.203,10473360.906,21597106.746,21216749.0707,-3.81505E-05
G09,2020-06-20-01-35-00,6536667.964,24692364.977,-7298946.334,24071308.1416,-0.000239394
G11,2020-06-20-01-35-00,-12291104.732,19885237.718,12406769.375,20223958.8597,-0.000243905
G16,2020-06-20-01-35-00,-25829975.24,409558.582,6888099.673,24324749.0865,-0.000172589
G27,2020-06-20-01-35-00,-16312546.171,-1506723.296,20834534.825,23540843.0236,-0.000325027
G28,2020-06-20-01-35-00,18633876.174,12932134.055,14277908.758,24738241.8755,0.000707108
G30,2020-06-20-01-35-00,8359335.58,14313816.378,20758474.735,22600410.9927,-0.000245292
C01,2020-06-20-01-40-00,-34342603.135,24488105.481,475000.242,37739163.5556,-0.000402244
C02,2020-06-20-01-40-00,4405601.989,41907148.452,-1295088.935,37692771.2036,0.000270832
C03,2020-06-20-01-40-00,-14713505.436,39481280.91,-366541.736,36568680.8837,0.000855562
C04,2020-06-20-01-40-00,-39579683.286,14503302.518,454169.186,38636268.7036,-0.000156034
C05,2020-06-20-01-40-00,21909777.368,35991784.779,-1056076.813,39688808.8205,-0.000487409
C06,2020-06-20-01-40-00,-7468689.119,32287050.622,-25414799.558,39662296.8985,0.000758542
C07,2020-06-20-01-40-00,-18052563.44,22888853.518,30513733.824,36233625.6337,3.24836E-05
C08,2020-06-20-01-40-00,-22834634.398,35125723.256,-6053582.814,37723402.0316,-0.000322336
C09,2020-06-20-01-40-00,4173580.845,39915642.681,-11958705.529,38424586.2276,0.000621651
C10,2020-06-20-01-40-00,-561076.959,26298653.381,33145495.199,36845982.3527,-0.00025781
C12,2020-06-20-01-40-00,-1341017.724,27049694.274,6810909.651,22233562.5317,0.000406196
C13,2020-06-20-01-40-00,-11429080.94,35892369.548,-19131853.169,39059307.6026,0.000499823
C16,2020-06-20-01-40-00,-4807569.833,34077295.372,-24152978.719,40194982.7976,-0.000614035
C24,2020-06-20-01-40-00,-1134946.834,18958187.277,20449464.042,22436767.6568,-0.000787188
C26,2020-06-20-01-40-00,-16931336.02,20635658.052,8186470.452,21775068.8528,0.000724585
G01,2020-06-20-01-40-00,-14710914.011,21884749.684,259715.995,21167670.0397,1.26624E-05
G07,2020-06-20-01-40-00,-1268436.769,21589046.14,15392939.037,20689800.9148,-0.000308468
G08,2020-06-20-01-40-00,-11726513.794,9746148.419,21736733.118,21332732.2197,-3.81507E-05
G09,2020-06-20-01-40-00,6325289.964,24470995.622,-8183402.063,24217510.1256,-0.000239397
G11,2020-06-20-01-40-00,-12329151.304,19366801.123,13129401.938,20209126.9067,-0.000243901
