sateid,date,pro,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8
C01,2020-06-20-01-15-00,37736680.98,6,6,8,0,9,7,7,6
C02,2020-06-20-01-15-00,37697681.41,7,6,8,1,4,1,4,6
C03,2020-06-20-01-15-00,36581063.17,1,0,6,3,1,7,2,7
C04,2020-06-20-01-15-00,38641524.38,1,5,2,4,3,8,3,6
C05,2020-06-20-01-15-00,39692070.64,2,0,7,0,6,4,1,5
C06,2020-06-20-01-15-00,39190175.06,0,1,7,5,0,5,5,5
C07,2020-06-20-01-15-00,36317623.02,7,6,2,3,0,2,3,7
C08,2020-06-20-01-15-00,38199601.76,9,6,0,1,7,5,8,6
C09,2020-06-20-01-15-00,37909118.7,9,1,1,8,7,0,3,6
C10,2020-06-20-01-15-00,36951955.91,1,9,5,5,9,0,6,7
C12,2020-06-20-01-15-00,22732302.36,2,3,0,2,3,5,9,7
C13,2020-06-20-01-15-00,39528387.91,8,3,8,7,9,0,6,6
C16,2020-06-20-01-15-00,39693266.26,3,2,6,6,2,5,8,6
C24,2020-06-20-01-15-00,22955192.7,5,1,9,2,6,9,5,8
C26,2020-06-20-01-15-00,21521882.46,1,8,8,2,4,6,1,8
G01,2020-06-20-01-15-00,22015578.55,5,5,7,8,5,4,7,7
G04,2020-06-20-01-15-00,24438057,8,0,5,7,0,0,0,5
G07,2020-06-20-01-15-00,21131481.79,1,4,8,1,7,8,9,7
G08,2020-06-20-01-15-00,20793253.7,3,2,5,3,6,9,5,8
G09,2020-06-20-01-15-00,23502428.7,2,4,2,8,7,0,3,6
G11,2020-06-20-01-15-00,20386944.84,6,9,4,4,8,4,4,7
G16,2020-06-20-01-15-00,23821521.48,1,5,2,1,4,7,7,6
G27,2020-06-20-01-15-00,22843729.88,3,7,2,9,8,7,5,6
G30,2020-06-20-01-15-00,23282935.3,2,9,3,5,2,9,7,6
C01,2020-06-20-01-20-00,37737149.26,7,1,4,9,2,5,8,6
C02,2020-06-20-01-20-00,37696805.77,6,8,0,5,7,7,3,6
C03,2020-06-20-01-20-00,36578592.88,8,5,9,2,8,7,5,7
C04,2020-06-20-01-20-00,38640427.06,0,4,2,7,0,6,3,6
C05,2020-06-20-01-20-00,39691492.48,1,4,9,2,4,7,7,5
C06,2020-06-20-01-20-00,39286295.74,6,2,9,5,7,4,2,6
C07,2020-06-20-01-20-00,36302009.87,2,0,0,9,8,6,7,7
C08,2020-06-20-01-20-00,38100756.23,0,7,5,6,2,3,4,6
C09,2020-06-20-01-20-00,38010593.57,0,5,9,3,5,7,0,6
C10,2020-06-20-01-20-00,36932706.52,2,7,0,6,5,1,6,7
C12,2020-06-20-01-20-00,22618713.19,8,7,1,3,1,8,8,7
C13,2020-06-20-01-20-00,39433602.86,3,6,0,2,8,5,9,6
C16,2020-06-20-01-20-00,39795179.56,5,1,7,9,5,6,3,6
C24,2020-06-20-01-20-00,22842034.13,2,0,3,4,1,2,5,8
C26,2020-06-20-01-20-00,21557778.7,7,7,7,8,7,0,3,8
G01,2020-06-20-01-20-00,21832219.88,2,2,1,9,8,8,3,7
G07,2020-06-20-01-20-00,21024857.55,4,8,5,7,5,4,7,7
G08,2020-06-20-01-20-00,20892277.06,2,2,7,7,0,5,5,8
G09,2020-06-20-01-20-00,23641106.47,1,1,0,6,4,6,9,6
G11,2020-06-20-01-20-00,20330733.85,0,7,3,3,8,5,2,7
G16,2020-06-20-01-20-00,23945311.68,5,3,1,1,6,8,0,6
G27,2020-06-20-01-20-00,23016929.84,6,9,2,9,8,4,4,6
G30,2020-06-20-01-20-00,23105283.7,5,2,8,3,6,9,5,6
C01,2020-06-20-01-25-00,37737631.66,7,6,3,1,6,5,6,6
C02,2020-06-20-01-25-00,37695876.76,5,8,7,6,7,5,8,6
C03,2020-06-20-01-25-00,36576118.5,6,1,1,8,5,0,0,7
C04,2020-06-20-01-25-00,38639351.66,9,3,5,1,6,5,6,6
C05,2020-06-20-01-25-00,39690877.05,0,8,7,7,0,4,7,5
C06,2020-06-20-01-25-00,39381684.5,1,6,8,4,5,0,0,5
C07,2020-06-20-01-25-00,36285752.55,5,7,5,2,5,4,7,7
C08,2020-06-20-01-25-00,38003606.59,3,6,0,6,5,8,6,6
C09,2020-06-20-01-25-00,38112999.86,2,9,9,9,8,5,9,6
C10,2020-06-20-01-25-00,36912462.15,2,4,6,2,1,4,8,7
C12,2020-06-20-01-25-00,22511949.04,1,9,4,9,0,3,9,7
C13,2020-06-20-01-25-00,39339186.63,9,1,8,6,6,2,5,6
C16,2020-06-20-01-25-00,39896427.93,6,4,2,7,9,3,0,6
C24,2020-06-20-01-25-00,22733255.31,3,2,5,5,3,0,5,8
C26,2020-06-20-01-25-00,21600983.94,0,9,8,3,9,3,8,8
G01,2020-06-20-01-25-00,21655139.49,5,1,3,9,4,9,2,7
G07,2020-06-20-01-25-00,20926954.85,6,9,5,4,8,5,2,7
G08,2020-06-20-01-25-00,20996133.26,6,1,3,3,2,5,8,8
G09,2020-06-20-01-25-00,23782532.2,2,5,3,2,2,0,3,6
G11,2020-06-20-01-25-00,20284783.3,4,7,8,3,2,9,7,7
G16,2020-06-20-01-25-00,24070406.09,0,4,0,6,0,8,6,6
G27,2020-06-20-01-25-00,23191075.54,1,0,7,5,5,3,9,6
G30,2020-06-20-01-25-00,22931980.4,1,9,8,0,3,9,8,6
C01,2020-06-20-01-30-00,37738128.46,8,1,2,8,4,6,1,6
C02,2020-06-20-01-30-00,37694893.86,4,8,9,3,8,5,9,6
C03,2020-06-20-01-30-00,36573640.82,3,6,4,0,8,2,0,7
C04,2020-06-20-01-30-00,38638300.48,8,3,0,0,4,7,7,6
C05,2020-06-20-01-30-00,39690224.12,0,2,2,4,1,1,7,5
C06,2020-06-20-01-30-00,39476226.31,6,2,2,6,3,0,5,5
C07,2020-06-20-01-30-00,36268900.56,8,9,0,0,5,5,5,7
C08,2020-06-20-01-30-00,37908262.08,8,2,6,2,0,7,8,6
C09,2020-06-20-01-30-00,38216216.69,6,2,1,6,6,8,8,6
C10,2020-06-20-01-30-00,36891242.3,1,2,4,2,2,9,7,7
C12,2020-06-20-01-30-00,22412117.69,2,1,1,7,6,8,8,7
C13,2020-06-20-01-30-00,39245255.6,5,2,5,5,6,0,2,6
C16,2020-06-20-01-30-00,39996891.47,6,8,9,1,4,6,9,6
C24,2020-06-20-01-30-00,22629213.23,9,2,1,3,2,3,4,8
C26,2020-06-20-01-30-00,21651571.88,1,5,7,1,8,8,3,8
G01,2020-06-20-01-30-00,21484955.11,4,9,5,5,1,0,9,7
G07,2020-06-20-01-30-00,20838209.83,8,2,0,9,8,2,8,7
G08,2020-06-20-01-30-00,21104421.41,4,4,2,1,4,1,4,7
G09,2020-06-20-01-30-00,23926124.47,6,1,2,4,4,6,9,6
G11,2020-06-20-01-30-00,20249177.65,9,1,7,7,6,4,8,7
G16,2020-06-20-01-30-00,24196866.54,6,8,6,6,5,3,9,6
G27,2020-06-20-01-30-00,23365821.98,5,8,2,1,9,7,7,6
G30,2020-06-20-01-30-00,22763523.03,3,5,2,3,0,3,1,6
C01,2020-06-20-01-35-00,37738638.91,8,6,3,8,9,1,4,6
C02,2020-06-20-01-35-00,37693858.59,3,8,5,8,5,8,6,6
C03,2020-06-20-01-35-00,36571160.85,1,1,6,0,8,5,2,7
C04,2020-06-20-01-35-00,38637272.95,7,2,7,2,9,5,3,6
C05,2020-06-20-01-35-00,39689535.6,9,5,3,5,6,0,2,5
C06,2020-06-20-01-35-00,39569801.48,9,8,0,1,4,8,4,5
C07,2020-06-20-01-35-00,36251506.29,1,5,0,6,2,8,9,7
C08,2020-06-20-01-35-00,37814826.48,4,8,2,6,4,7,7,6
C09,2020-06-20-01-35-00,38320120.18,0,1,2,0,1,8,0,6
C10,2020-06-20-01-35-00,36869073.4,9,0,7,3,3,9,8,7
C12,2020-06-20-01-35-00,22319303.47,9,3,0,3,4,6,9,7
C13,2020-06-20-01-35-00,39151925.85,1,9,2,5,8,5,2,6
C16,2020-06-20-01-35-00,40096449.35,6,4,4,9,3,5,2,6
C24,2020-06-20-01-35-00,22530265.75,0,2,6,5,7,5,0,8
C26,2020-06-20-01-35-00,21709592.36,9,5,9,2,3,5,9,8
G01,2020-06-20-01-35-00,21322269.69,2,2,6,9,6,8,8,7
G04,2020-06-20-01-35-00,25111593.48,1,5,9,3,4,8,4,5
G07,2020-06-20-01-35-00,20759031.72,9,0,3,1,7,1,9,8
G08,2020-06-20-01-35-00,21216749.07,6,7,4,9,0,7,0,7
G09,2020-06-20-01-35-00,24071308.14,1,3,0,8,1,4,1,6
G11,2020-06-20-01-35-00,20223958.86,3,9,5,8,8,5,9,7
G16,2020-06-20-01-35-00,24324749.09,4,7,4,9,0,8,6,5
G27,2020-06-20-01-35-00,23540843.02,0,8,4,3,0,2,3,6
G28,2020-06-20-01-35-00,24738241.88,8,2,4,1,8,7,5,5
G30,2020-06-20-01-35-00,22600410.99,0,4,1,0,9,9,2,7
C01,2020-06-20-01-40-00,37739163.56,9,1,6,3,5,5,5,6
C02,2020-06-20-01-40-00,37692771.2,2,7,7,1,2,0,3,6
C03,2020-06-20-01-40-00,36568680.88,8,6,8,0,8,8,3,7
C04,2020-06-20-01-40-00,38636268.7,6,2,6,8,7,0,3,6
C05,2020-06-20-01-40-00,39688808.82,8,8,0,8,8,2,0,5
C06,2020-06-20-01-40-00,39662296.9,2,2,9,6,8,9,8,5
C07,2020-06-20-01-40-00,36233625.63,3,6,2,5,6,3,3,7
C08,2020-06-20-01-40-00,37723402.03,3,4,0,2,0,3,1,6
C09,2020-06-20-01-40-00,38424586.23,4,5,8,6,2,2,7,6
C10,2020-06-20-01-40-00,36845982.35,5,9,8,2,3,5,2,7
C12,2020-06-20-01-40-00,22233562.53,3,5,6,2,5,3,1,7
C13,2020-06-20-01-40-00,39059307.6,9,3,0,7,6,0,2,6
C16,2020-06-20-01-40-00,40194982.8,4,9,8,2,7,9,7,6
C24,2020-06-20-01-40-00,22436767.66,6,7,6,7,6,5,6,8
C26,2020-06-20-01-40-00,21775068.85,5,0,6,8,8,5,2,8
G01,2020-06-20-01-40-00,21167670.04,7,6,7,0,0,3,9,7
G07,2020-06-20-01-40-00,20689800.91,9,8,0,0,9,1,4,8
G08,2020-06-20-01-40-00,21332732.22,2,7,3,2,2,1,9,7
G09,2020-06-20-01-40-00,24217510.13,7,5,1,0,1,2,5,6
G11,2020-06-20-01-40-00,20209126.91,9,1,2,6,9,0,6,7
G16,2020-06-20-01-40-00,24454113.1,4,1,1,3,1,0,2,5
G27,2020-06-20-01-40-00,23715837.48,5,8,3,7,4,7,7,5
G28,2020-06-20-01-40-00,24621914.11,1,9,1,4,1,0,9,5
G30,2020-06-20-01-40-00,22443144.08,3,1,4,4,0,7,8,7
C01,2020-06-20-01-45-00,37739702.34,9,7,0,2,3,3,6,6
C02,2020-06-20-01-45-00,37691632.58,1,6,3,2,5,7,8,6
C03,2020-06-20-01-45-00,36566201.54,6,2,0,1,5,3,9,6
C04,2020-06-20-01-45-00,38635289.97,5,2,8,9,9,6,9,6
C05,2020-06-20-01-45-00,39688047.97,8,0,4,7,9,6,9,5
C06,2020-06-20-01-45-00,39753598.53,3,5,9,8,5,3,1,5
C07,2020-06-20-01-45-00,36215316.93,5,3,1,6,9,3,0,7
C08,2020-06-20-01-45-00,37634085.77,4,0,8,5,7,6,6,6
C09,2020-06-20-01-45-00,38529489.34,9,4,8,9,3,4,4,6
C10,2020-06-20-01-45-00,36822002.09,2,0,0,2,0,9,4,7
C12,2020-06-20-01-45-00,22154928.39,4,9,2,8,3,9,1,8
C13,2020-06-20-01-45-00,38967512.28,7,5,1,2,2,8,1,6
C16,2020-06-20-01-45-00,40292374.86,2,3,7,4,8,5,9,5
C24,2020-06-20-01-45-00,22349070.49,9,0,7,0,4,9,2,8
C26,2020-06-20-01-45-00,21847999.51,7,9,9,9,5,0,8,8
G01,2020-06-20-01-45-00,21021720.4,1,7,2,0,3,9,8,7
G07,2020-06-20-01-45-00,20630864.09,0,8,6,4,0,8,6,7
G08,2020-06-20-01-45-00,21451999.86,1,9,9,9,8,5,9,7
G09,2020-06-20-01-45-00,24364170.02,4,1,7,0,0,1,6,5
G11,2020-06-20-01-45-00,20204642.14,4,6,4,2,1,4,1,7
G16,2020-06-20-01-45-00,24585009.49,5,0,0,9,4,9,2,6
G27,2020-06-20-01-45-00,23890522.48,0,5,2,2,4,7,7,5
G28,2020-06-20-01-45-00,24504508.56,4,5,0,8,5,5,5,5
G30,2020-06-20-01-45-00,22292221.14,2,2,2,1,1,4,1,7
C01,2020-06-20-01-50-00,37740253.7,0,2,5,3,7,0,3,6
C02,2020-06-20-01-50-00,37690444.73,0,4,4,4,7,2,7,6
C03,2020-06-20-01-50-00,36563725.09,3,7,2,5,0,8,6,7
C04,2020-06-20-01-50-00,38634336.51,4,3,3,6,5,0,8,6
C06,2020-06-20-01-50-00,39843596.23,3,5,9,6,2,3,4,5
C07,2020-06-20-01-50-00,36196641.74,6,6,4,1,7,4,2,7
C08,2020-06-20-01-50-00,37546971.03,6,9,7,1,0,3,1,7
C09,2020-06-20-01-50-00,38634702.12,4,7,0,2,1,1,7,6
C10,2020-06-20-01-50-00,36797168.38,7,1,6,8,3,8,3,7
C12,2020-06-20-01-50-00,22083406.72,3,4,0,6,7,1,9,7
C13,2020-06-20-01-50-00,38876650.51,6,6,5,0,5,0,8,6
C16,2020-06-20-01-50-00,40388510.73,8,5,1,0,7,2,7,5
C24,2020-06-20-01-50-00,22267519.81,7,5,1,9,8,1,3,8
C26,2020-06-20-01-50-00,21928357.68,8,3,5,7,6,8,0,8
G01,2020-06-20-01-50-00,20884959.63,4,9,5,9,6,3,3,7
G07,2020-06-20-01-50-00,20582532.11,2,5,3,2,1,0,9,8
G08,2020-06-20-01-50-00,21574194,4,1,9,4,0,0,0,7
G09,2020-06-20-01-50-00,24510737.44,0,7,3,7,4,3,8,5
G11,2020-06-20-01-50-00,20210424.16,0,4,2,4,1,5,6,7
G16,2020-06-20-01-50-00,24717493.63,7,4,9,3,6,2,5,5
G22,2020-06-20-01-50-00,24961211.45,1,2,1,1,4,5,3,4
G27,2020-06-20-01-50-00,24064640.45,4,6,4,0,4,4,5,5
G28,2020-06-20-01-50-00,24385994.88,5,9,9,4,8,8,3,6
G30,2020-06-20-01-50-00,22148133.5,8,1,3,3,5,0,0,7
C01,2020-06-20-01-55-00,37740818.44,0,8,1,8,4,3,8,6
C02,2020-06-20-01-55-00,37689205.33,9,2,0,5,3,2,8,6
C03,2020-06-20-01-55-00,36561250.31,1,2,5,0,3,1,3,6
C04,2020-06-20-01-55-00,38633408.7,3,4,0,8,6,9,5,6
C05,2020-06-20-01-55-00,39686419.96,6,4,1,9,9,6,1,5
C07,2020-06-20-01-55-00,36177662.63,7,6,6,2,6,3,3,7
C08,2020-06-20-01-55-00,37462144.82,2,1,4,4,8,2,0,7
C09,2020-06-20-01-55-00,38740099.31,0,0,9,9,3,1,3,6
C10,2020-06-20-01-55-00,36771518.14,1,5,1,8,1,4,1,7
C12,2020-06-20-01-55-00,22018979.14,8,9,7,9,1,4,1,8
C13,2020-06-20-01-55-00,38786825.48,6,8,2,5,4,8,4,6
C16,2020-06-20-01-55-00,40483273.92,3,2,7,3,9,2,2,5
C24,2020-06-20-01-55-00,22192449.82,2,4,4,9,8,2,0,8
C25,2020-06-20-01-55-00,26146263.99,6,2,6,3,9,9,2,5
C26,2020-06-20-01-55-00,22016087.57,6,0,8,7,5,7,0,8
G01,2020-06-20-01-55-00,20757894.79,7,8,9,4,7,8,9,7
G07,2020-06-20-01-55-00,20545072.86,5,0,7,2,8,5,9,8
G08,2020-06-20-01-55-00,21698971.08,8,9,7,1,0,7,8,7
G09,2020-06-20-01-55-00,24656670.94,6,6,7,0,9,3,8,4
G11,2020-06-20-01-55-00,20226350.84,6,3,5,0,8,3,6,7
G16,2020-06-20-01-55-00,24851610.46,1,6,1,0,4,6,1,5
G22,2020-06-20-01-55-00,24833724.35,3,7,2,4,3,5,2,4
G27,2020-06-20-01-55-00,24237952.27,7,9,5,2,2,7,3,5
G28,2020-06-20-01-55-00,24266353.19,6,3,5,3,1,8,8,6
G30,2020-06-20-01-55-00,22011364.29,1,3,6,4,2,8,9,7
C01,2020-06-20-02-00-00,37741396,1,3,9,6,0,0,0,6
C02,2020-06-20-02-00-00,37687917.16,7,9,1,7,1,6,4,6
C03,2020-06-20-02-00-00,36558781.31,8,7,8,1,3,0,5,7
C04,2020-06-20-02-00-00,38632505.95,2,5,0,5,9,5,3,6
C05,2020-06-20-02-00-00,39685552.7,5,5,5,2,6,9,5,5
C07,2020-06-20-02-00-00,36158446.66,8,4,4,6,6,6,4,7
C08,2020-06-20-02-00-00,37379690.35,9,6,9,0,3,5,2,7
C09,2020-06-20-02-00-00,38845555.78,5,5,5,5,7,8,1,6
C10,2020-06-20-02-00-00,36745095.15,5,0,9,5,1,4,8,7
C11,2020-06-20-02-00-00,25930880.51,0,8,8,0,5,0,8,6
C12,2020-06-20-02-00-00,21961603.2,1,6,0,3,2,0,3,7
C13,2020-06-20-02-00-00,38698142.34,8,1,4,2,3,4,4,6
C16,2020-06-20-02-00-00,40576553.04,6,5,5,3,0,3,9,5
C24,2020-06-20-02-00-00,22124186.99,4,1,8,6,9,9,2,8
C25,2020-06-20-02-00-00,25971792.52,1,7,9,2,5,1,6,5
C26,2020-06-20-02-00-00,22111110.07,1,1,1,0,0,7,0,8
G01,2020-06-20-02-00-00,20641000.13,1,0,0,0,1,2,5,7
G07,2020-06-20-02-00-00,20518712.7,8,7,1,2,7,0,3,7
G08,2020-06-20-02-00-00,21826003.25,6,0,0,3,2,5,0,7
G11,2020-06-20-02-00-00,20252266.27,2,2,6,6,2,6,6,7
G16,2020-06-20-02-00-00,24987398.27,7,3,9,8,2,6,6,5
G22,2020-06-20-02-00-00,24705140.76,5,1,4,0,7,5,8,5
G28,2020-06-20-02-00-00,24145578.77,5,5,7,8,7,6,6,6
G30,2020-06-20-02-00-00,21882384.23,2,3,8,4,2,3,4,7
C01,2020-06-20-02-05-00,37741986.35,1,9,8,6,3,5,2,6
C02,2020-06-20-02-05-00,37686580.71,6,5,8,0,7,1,1,6
C03,2020-06-20-02-05-00,36556317.84,6,3,1,7,8,3,6,7
C04,2020-06-20-02-05-00,38631630.52,1,6,3,0,5,1,6,6
C05,2020-06-20-02-05-00,39684653.55,4,6,5,3,5,4,7,5
C07,2020-06-20-02-05-00,36139063.05,9,0,6,3,0,4,7,7
C08,2020-06-20-02-05-00,37299687.99,9,6,8,7,9,9,2,7
C09,2020-06-20-02-05-00,38950943.7,0,9,4,3,6,9,5,6
C10,2020-06-20-02-05-00,36717945.27,7,9,4,5,2,6,6,7
C11,2020-06-20-02-05-00,25776166.29,6,1,6,6,2,8,9,5
C12,2020-06-20-02-05-00,21911211.48,1,2,1,1,4,8,4,8
C13,2020-06-20-02-05-00,38610702.98,0,7,0,2,9,8,4,6
C16,2020-06-20-02-05-00,40668235.7,8,2,3,5,7,0,3,4
C24,2020-06-20-02-05-00,22063043.18,3,0,4,3,1,8,0,8
C25,2020-06-20-02-05-00,25798366.56,8,3,6,6,5,5,5,5
C26,2020-06-20-02-05-00,22213319.73,3,3,1,9,7,2,7,8
G01,2020-06-20-02-05-00,20534713.41,4,7,1,3,4,1,4,8
G07,2020-06-20-02-05-00,20503632.82,3,6,3,2,8,2,0,7
G08,2020-06-20-02-05-00,21954980.23,4,9,8,0,2,3,4,7
G11,2020-06-20-02-05-00,20287976.79,7,9,7,6,7,8,9,7
G16,2020-06-20-02-05-00,25124893.25,4,8,9,3,2,5,0,5
G22,2020-06-20-02-05-00,24575959.07,5,9,5,9,0,7,0,5
G28,2020-06-20-02-05-00,24023682.52,3,6,8,2,5,2,3,6
G30,2020-06-20-02-05-00,21761651.14,1,6,5,1,1,4,1,7
C01,2020-06-20-02-10-00,37742588.55,2,5,8,8,5,4,7,6
C02,2020-06-20-02-10-00,37685197.47,5,1,9,7,4,6,9,6
C03,2020-06-20-02-10-00,36553861.45,3,8,6,1,4,5,3,6
C04,2020-06-20-02-10-00,38630780.98,0,7,8,0,9,7,7,6
C05,2020-06-20-02-10-00,39683719.74,3,7,1,9,7,4,2,5
C07,2020-06-20-02-10-00,36119583.23,9,5,8,3,2,3,4,7
C08,2020-06-20-02-10-00,37222209.52,2,2,0,9,5,1,6,7
C09,2020-06-20-02-10-00,39056136.56,6,1,3,6,5,6,3,5
C10,2020-06-20-02-10-00,36690117.83,0,1,1,7,8,2,8,7
C11,2020-06-20-02-10-00,25625043.73,5,0,4,3,7,3,4,5
C12,2020-06-20-02-10-00,21867715.23,7,7,1,5,2,2,7,8
C13,2020-06-20-02-10-00,38524603.6,4,6,0,3,6,0,2,6
C16,2020-06-20-02-10-00,40758219.38,8,2,1,9,3,7,5,4
C24,2020-06-20-02-10-00,22009313.7,9,3,1,3,6,9,5,8
C25,2020-06-20-02-10-00,25626332.45,6,3,3,2,4,4,5,5
C26,2020-06-20-02-10-00,22322583.42,2,5,8,3,4,2,2,8
G01,2020-06-20-02-10-00,20439427.65,9,4,2,7,6,4,8,8
G07,2020-06-20-02-10-00,20499961.91,9,9,6,1,9,1,4,7
G08,2020-06-20-02-10-00,22085609.76,5,6,0,9,7,5,8,7
G11,2020-06-20-02-10-00,20333255.19,3,2,5,5,1,8,8,8
G16,2020-06-20-02-10-00,25264122.04,4,1,2,2,0,3,9,5
G22,2020-06-20-02-10-00,24446695.03,6,6,9,5,0,3,1,6
G28,2020-06-20-02-10-00,23900687.93,0,6,8,7,9,3,0,6
G30,2020-06-20-02-10-00,21649598.88,9,5,9,8,8,8,3,7
C01,2020-06-20-02-15-00,37743203.56,3,2,0,3,5,5,5,6
C02,2020-06-20-02-15-00,37683767.54,3,7,6,7,5,3,9,6
C03,2020-06-20-02-15-00,36551414.24,1,4,1,4,2,4,2,6
C04,2020-06-20-02-15-00,38629959.22,9,9,5,9,2,1,9,6
C05,2020-06-20-02-15-00,39682752.35,2,7,5,2,3,5,2,5
C07,2020-06-20-02-15-00,36100078.24,0,0,7,8,2,4,2,7
C08,2020-06-20-02-15-00,37147324.37,7,3,2,4,3,6,7,7
C09,2020-06-20-02-15-00,39161010.84,1,0,1,0,8,3,6,5
C10,2020-06-20-02-15-00,36661664.68,1,6,6,4,6,8,0,7
C11,2020-06-20-02-15-00,25477669.85,7,6,6,9,8,5,2,5
C12,2020-06-20-02-15-00,21831001.47,1,0,0,1,4,6,9,8
C13,2020-06-20-02-15-00,38439940.49,9,9,4,0,4,9,2,6
C16,2020-06-20-02-15-00,40846395.28,6,3,9,5,2,8,1,4
C24,2020-06-20-02-15-00,21963277.04,3,2,7,7,0,3,9,8
C25,2020-06-20-02-15-00,25456052.52,6,0,5,2,5,2,3,5
C26,2020-06-20-02-15-00,22438746.37,8,7,4,6,3,6,7,8
G01,2020-06-20-02-15-00,20355490.97,5,4,9,0,9,6,9,8
G07,2020-06-20-02-15-00,20507781.73,7,7,8,1,7,3,4,7
G08,2020-06-20-02-15-00,22217615.52,7,6,1,5,5,1,6,7
G11,2020-06-20-02-15-00,20387843.81,7,8,4,3,8,0,5,7
G16,2020-06-20-02-15-00,25405104.63,5,1,0,4,6,3,3,4
G22,2020-06-20-02-15-00,24317869.7,7,8,6,9,6,9,5,5
G28,2020-06-20-02-15-00,23776639.53,6,6,3,9,5,3,1,6
G30,2020-06-20-02-15-00,21546641.84,6,6,4,1,8,3,6,7
C01,2020-06-20-02-20-00,37743830.02,3,8,3,0,0,2,3,6
C02,2020-06-20-02-20-00,37682292.37,2,2,9,2,3,6,7,6
C03,2020-06-20-02-20-00,36548975.86,8,9,7,5,8,5,9,6
C04,2020-06-20-02-20-00,38629164.84,9,1,6,4,8,4,4,6
C05,2020-06-20-02-20-00,39681752.94,1,7,5,2,9,3,8,5
C07,2020-06-20-02-20-00,36080624.12,0,6,2,4,1,1,7,7
C08,2020-06-20-02-20-00,37075094.23,5,0,9,4,2,2,7,7
C09,2020-06-20-02-20-00,39265438.82,5,4,3,8,8,2,0,5
C10,2020-06-20-02-20-00,36632640.84,2,6,4,0,8,3,6,7
C11,2020-06-20-02-20-00,25334177.84,4,1,7,7,8,3,6,5
C12,2020-06-20-02-20-00,21800937.82,0,9,3,7,8,2,0,8
C13,2020-06-20-02-20-00,38356803.65,6,8,0,3,6,4,8,6
C24,2020-06-20-02-20-00,21925189.5,5,1,8,9,5,0,0,8
C25,2020-06-20-02-20-00,25287896.88,7,8,9,6,8,8,3,6
C26,2020-06-20-02-20-00,22561626.27,1,6,2,6,2,7,3,7
G01,2020-06-20-02-20-00,20283202.48,3,2,0,2,4,7,7,8
G07,2020-06-20-02-20-00,20527119.63,7,1,1,9,6,3,3,8
G08,2020-06-20-02-20-00,22350742.38,0,7,4,2,3,7,5,7
G11,2020-06-20-02-20-00,20451454.98,1,4,5,4,9,7,7,8
G17,2020-06-20-02-20-00,24139295.82,9,2,9,5,8,2,0,5
G22,2020-06-20-02-20-00,24190016.33,0,0,1,6,3,2,8,5
G28,2020-06-20-02-20-00,23651588.42,1,5,8,8,4,2,2,6
G30,2020-06-20-02-20-00,21453164.84,3,1,6,4,8,4,4,7
C01,2020-06-20-02-25-00,37744467.96,4,4,6,7,9,6,1,6
C02,2020-06-20-02-25-00,37680770.69,0,7,7,0,6,8,8,6
C03,2020-06-20-02-25-00,36546548.23,6,5,4,8,2,3,4,6
C04,2020-06-20-02-25-00,38628397.2,8,3,9,7,2,0,3,6
C05,2020-06-20-02-25-00,39680721.65,0,7,2,1,6,4,8,5
C07,2020-06-20-02-25-00,36061298.32,1,2,9,8,3,2,0,7
C08,2020-06-20-02-25-00,37005576.14,5,5,7,6,1,4,1,7
C09,2020-06-20-02-25-00,39369298.96,9,2,9,8,9,6,1,5
C10,2020-06-20-02-25-00,36603105.14,3,1,0,5,1,4,1,7
C11,2020-06-20-02-25-00,25194690.09,4,6,9,0,0,8,6,6
C12,2020-06-20-02-25-00,21777372.66,7,3,7,2,6,5,6,7
C13,2020-06-20-02-25-00,38275282.65,5,2,8,2,6,4,8,6
C24,2020-06-20-02-25-00,21895285.87,5,2,8,5,8,6,7,8
C25,2020-06-20-02-25-00,25122244.56,2,2,4,4,5,5,5,6
C26,2020-06-20-02-25-00,22691021.2,1,0,2,1,2,0,3,7
G01,2020-06-20-02-25-00,20222809.73,2,8,0,9,7,2,7,8
G07,2020-06-20-02-25-00,20557951.18,7,9,5,1,1,8,0,8
G08,2020-06-20-02-25-00,22484751.84,4,7,5,1,8,4,4,7
G11,2020-06-20-02-25-00,20523776.91,3,7,7,6,9,1,4,8
G17,2020-06-20-02-25-00,24018107.94,8,1,0,7,9,3,8,5
G22,2020-06-20-02-25-00,24063677.41,3,6,7,7,4,1,4,6
G28,2020-06-20-02-25-00,23525612.77,5,6,1,2,7,6,6,6
G30,2020-06-20-02-25-00,21369524.66,9,5,2,4,6,5,6,7
C01,2020-06-20-02-30-00,37745116.94,5,1,1,6,9,3,8,6
C02,2020-06-20-02-30-00,37679205.16,9,2,0,5,1,5,6,6
C03,2020-06-20-02-30-00,36544133.24,4,1,3,3,2,4,2,6
C04,2020-06-20-02-30-00,38627658.44,7,6,5,8,4,3,8,6
C05,2020-06-20-02-30-00,39679659.27,9,6,5,9,2,6,6,5
C07,2020-06-20-02-30-00,36042179,2,1,7,9,0,0,0,7
C08,2020-06-20-02-30-00,36938821.7,8,8,2,1,6,9,5,7
C09,2020-06-20-02-30-00,39472465.62,2,4,6,5,6,1,7,5
C10,2020-06-20-02-30-00,36573120.13,3,1,2,0,1,3,3,7
C11,2020-06-20-02-30-00,25059308.27,9,3,0,8,2,7,3,6
